Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Metro Transit Bus Route Trips,Metro Transit Bus Routes (individual feature for each possible trip). Developed from GTFS.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BusRouteTrips|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:27:46.000Z,,,,City of Madison,"-89.5646,42.9872,-89.2449,43.1769",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/4e35533384de45c19ccf28fb2b83a13c_20,https://data-cityofmadison.opendata.arcgis.com/datasets/4e35533384de45c19ccf28fb2b83a13c_20.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/20,,,4e35533384de45c19ccf28fb2b83a13c_20,https://hub.arcgis.com/datasets/4e35533384de45c19ccf28fb2b83a13c_20,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metro Transit Ridership by Intersection,"Metro Transit ridership by route. Caution should be used with this data.Daily bus stop boardings were estimated using a 12-day sample of weekday farebox records and AVL logs, and the GTFS file from Metro Transit. Ridership estimates exclude supplemental schoolday routes and paratransit service. Caution should be exercised when attempting to compare data from individual stops; ridership data should be considered in the context of the system as a whole.Bus stops were assigned to each boarding event given the estimated location of the bus at the time of the farebox transaction.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,TransitRidership|Intersection|Route|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2019-09-03T16:43:44.000Z,,,,City of Madison,"-89.5637,42.9878,-89.2448,43.1764",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/4293d9ed2da4488fb0a5285f819e748d_37,https://data-cityofmadison.opendata.arcgis.com/datasets/4293d9ed2da4488fb0a5285f819e748d_37.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/37,,,4293d9ed2da4488fb0a5285f819e748d_37,https://hub.arcgis.com/datasets/4293d9ed2da4488fb0a5285f819e748d_37,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Sanitary Sewer Access Structures,City of Madison Sanitary Sewer access structures.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,SanitarySewer|AccessStructures|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Stormwater&Sewer|Sustainability,2017-08-21T14:42:04.000Z,,,,City of Madison,"-89.5721,43.0011,-89.2142,43.1701",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/16e6976dafd9487fa8bcf549c0a23dad_11,https://data-cityofmadison.opendata.arcgis.com/datasets/16e6976dafd9487fa8bcf549c0a23dad_11.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/11,,,16e6976dafd9487fa8bcf549c0a23dad_11,https://hub.arcgis.com/datasets/16e6976dafd9487fa8bcf549c0a23dad_11,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bus Route Pattern Supplemental School,"Metro Transit Supplemental School Bus Route Patterns. Unique paths that each bus route might operate over, typically 2 to 10 patterns per route. Developed from GTFS.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,CityofMadison|MPO|Dane|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO|BusRoute|School,2020-10-26T16:33:41.000Z,,,,City of Madison,"-89.5630,43.0017,-89.2603,43.1582",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/a3a953f2b742415c9aee32d12b9d7dac_53,https://data-cityofmadison.opendata.arcgis.com/datasets/a3a953f2b742415c9aee32d12b9d7dac_53.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/53,,,a3a953f2b742415c9aee32d12b9d7dac_53,https://hub.arcgis.com/datasets/a3a953f2b742415c9aee32d12b9d7dac_53,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metro Transit Ridership by Route Sunday,"Metro Transit ridership by route. Caution should be used with this data.Daily bus stop boardings were estimated using a 12-day sample of weekday farebox records and AVL logs, and the GTFS file from Metro Transit. Ridership estimates exclude supplemental schoolday routes and paratransit service. Caution should be exercised when attempting to compare data from individual stops; ridership data should be considered in the context of the system as a whole.Bus stops were assigned to each boarding event given the estimated location of the bus at the time of the farebox transaction.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,TransitRidership|Sunday|Route|Transportation|CityofMadison|MPO|Dane|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2019-09-03T16:52:46.000Z,,,,City of Madison,"-89.5326,43.0010,-89.2826,43.1537",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/a5b7547a0887485fbb1b5989734e70f8_39,https://data-cityofmadison.opendata.arcgis.com/datasets/a5b7547a0887485fbb1b5989734e70f8_39.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/39,,,a5b7547a0887485fbb1b5989734e70f8_39,https://hub.arcgis.com/datasets/a5b7547a0887485fbb1b5989734e70f8_39,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Metro Transit Ridership by Route Saturday,"Metro Transit ridership by route. Caution should be used with this data.Daily bus stop boardings were estimated using a 12-day sample of weekday farebox records and AVL logs, and the GTFS file from Metro Transit. Ridership estimates exclude supplemental schoolday routes and paratransit service. Caution should be exercised when attempting to compare data from individual stops; ridership data should be considered in the context of the system as a whole.Bus stops were assigned to each boarding event given the estimated location of the bus at the time of the farebox transaction.",English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,TransitRidership|Saturday|Route|Transportation|CityofMadison|MPO|DaneCounty|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2019-09-03T16:53:57.000Z,,,,City of Madison,"-89.5327,43.0014,-89.2826,43.1538",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/c70e530bf7fc4ec9b39c5297b1085e2a_38,https://data-cityofmadison.opendata.arcgis.com/datasets/c70e530bf7fc4ec9b39c5297b1085e2a_38.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/38,,,c70e530bf7fc4ec9b39c5297b1085e2a_38,https://hub.arcgis.com/datasets/c70e530bf7fc4ec9b39c5297b1085e2a_38,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Sanitary Sewer Easement Text,The different classifications of the sanitary sewer easement text on the official map are as follows:Text: describes each sanitary sewer easement text on the on the official map.Text_rotation: describes the rotation in degrees.Shape: describes the shape of the sanitary sewer easement text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,SanitarySewerEasementText|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Stormwater&Sewer,2017-08-21T15:17:10.000Z,,,,City of Madison,"-89.5719,43.0005,-89.2096,43.1869",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/c811d0b1263d4d4ea634c7dd4514ca96_28,https://data-cityofmadison.opendata.arcgis.com/datasets/c811d0b1263d4d4ea634c7dd4514ca96_28.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/28,,,c811d0b1263d4d4ea634c7dd4514ca96_28,https://hub.arcgis.com/datasets/c811d0b1263d4d4ea634c7dd4514ca96_28,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bike Elevator,Bike Elevator,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,MPO|MetropolitanPlanningOrganization|CityofMadison|DaneCounty|Wisconsin|WI|Planning|COM:MPO|Transportation|Biking|Bike|Bicyclists|Pedestrian|GreaterMadisonMPO,2018-12-04T15:28:27.000Z,,,,City of Madison,"-89.3795,43.0723,-89.3795,43.0723",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/e0c76f0c384b4ccc8ff1cfbdffee47b1_35,https://data-cityofmadison.opendata.arcgis.com/datasets/e0c76f0c384b4ccc8ff1cfbdffee47b1_35.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/35,,,e0c76f0c384b4ccc8ff1cfbdffee47b1_35,https://hub.arcgis.com/datasets/e0c76f0c384b4ccc8ff1cfbdffee47b1_35,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Storm Sewer Easement Lines,The different classifications of the storm sewer easement lines are as follows:Shape: describes the shape of the storm sewer easement lines on the official map.Shape_length: denotes the length of the storm sewer easement lines.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,StormSewerEasementLines|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T15:20:49.000Z,,,,City of Madison,"-89.5791,43.0008,-89.2082,43.1919",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/5f33390e2fca4a80be2c7b74f83e3dfa_33,https://data-cityofmadison.opendata.arcgis.com/datasets/5f33390e2fca4a80be2c7b74f83e3dfa_33.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/33,,,5f33390e2fca4a80be2c7b74f83e3dfa_33,https://hub.arcgis.com/datasets/5f33390e2fca4a80be2c7b74f83e3dfa_33,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Vacated ROW Lines,The different characteristics of the vacated right of way lines on the official map are as follows:Shape:describes the shape of the vacated right of way lines on the official map.Shape_length:denotes the length of each vacated right of way line on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,VacatedROWLines|CityofMadison|Wisconsin|COM:Engineering|Transportation,2017-08-21T15:25:44.000Z,,,,City of Madison,"-89.5720,43.0025,-89.2467,43.1799",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/a381e6289f6742d1ac058ec4e0927c51_37,https://data-cityofmadison.opendata.arcgis.com/datasets/a381e6289f6742d1ac058ec4e0927c51_37.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/37,,,a381e6289f6742d1ac058ec4e0927c51_37,https://hub.arcgis.com/datasets/a381e6289f6742d1ac058ec4e0927c51_37,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Proposed Or Reserved Lines,The different classifications of the proposed for reserved lines on the official map are as follows:Shape: describes the shape of each reserved or proposed line.Shape_length: denotes the size of the reserved or proposed line.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,ProposedOrReservedLines|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T15:27:59.000Z,,,,City of Madison,"-89.5720,43.0154,-89.2463,43.1918",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/60308e2843de439baf57e881ec514f66_40,https://data-cityofmadison.opendata.arcgis.com/datasets/60308e2843de439baf57e881ec514f66_40.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/40,,,60308e2843de439baf57e881ec514f66_40,https://hub.arcgis.com/datasets/60308e2843de439baf57e881ec514f66_40,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Suburban Transit Routes,Monona Transit and Middleton Trolley.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,SuburbanTransitRoutes|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:25:06.000Z,,,,City of Madison,"-89.5274,43.0406,-89.2263,43.1883",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/aea3631d39e94c05b3e25feef922dcce_17,https://data-cityofmadison.opendata.arcgis.com/datasets/aea3631d39e94c05b3e25feef922dcce_17.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/17,,,aea3631d39e94c05b3e25feef922dcce_17,https://hub.arcgis.com/datasets/aea3631d39e94c05b3e25feef922dcce_17,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Suburban Transit Stops,Monona Transit and Middleton Trolley stops.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,SuburbanTransitStops|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-02-06T21:01:43.000Z,,,,City of Madison,"-89.5270,43.0423,-89.3107,43.1000",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/cfbbdea452654d12ba3aa44e5402894b_2,https://data-cityofmadison.opendata.arcgis.com/datasets/cfbbdea452654d12ba3aa44e5402894b_2.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/2,,,cfbbdea452654d12ba3aa44e5402894b_2,https://hub.arcgis.com/datasets/cfbbdea452654d12ba3aa44e5402894b_2,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bus Stops Supplemental School,Metro Transit Supplemental School Bus Stops. Developed from GTFS.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO|School|BusStop,2020-10-26T16:31:42.000Z,,,,City of Madison,"-89.5631,43.0020,-89.2663,43.1460",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/e3dd24d6469a4d98af60dd7ac673d2a9_51,https://data-cityofmadison.opendata.arcgis.com/datasets/e3dd24d6469a4d98af60dd7ac673d2a9_51.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/51,,,e3dd24d6469a4d98af60dd7ac673d2a9_51,https://hub.arcgis.com/datasets/e3dd24d6469a4d98af60dd7ac673d2a9_51,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Sanitary Sewer Easement Lines,The different classifications of the sanitary sewer easement lines on the official map are as follows:Shape: describes the shape of each sanitary sewer easement line.Shape_length: denotes the size of the sanitary sewer easement line.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,SanitarySewerEasementLines|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Stormwater&Sewer,2017-08-21T15:20:10.000Z,,,,City of Madison,"-89.5720,42.9998,-89.2091,43.1754",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/0b2937be47bc47b98ba330b6a1d4bbc5_32,https://data-cityofmadison.opendata.arcgis.com/datasets/0b2937be47bc47b98ba330b6a1d4bbc5_32.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/32,,,0b2937be47bc47b98ba330b6a1d4bbc5_32,https://hub.arcgis.com/datasets/0b2937be47bc47b98ba330b6a1d4bbc5_32,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Platted Lots In Parks Text,The different classifications of the platted lots in parks on the official map are as follows:Text: describes each platted lot in parks on the official map.Text_rotation: describes the orientation in degrees.Shape: describes the shape of the platted lots in parks text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,PlattedLotsInParksText|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Parks|Boundaries,2017-08-21T14:55:49.000Z,,,,City of Madison,"-89.5507,43.0015,-89.2493,43.1483",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/25e2aad6f65d42869420e24aca0c56bc_20,https://data-cityofmadison.opendata.arcgis.com/datasets/25e2aad6f65d42869420e24aca0c56bc_20.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/20,,,25e2aad6f65d42869420e24aca0c56bc_20,https://hub.arcgis.com/datasets/25e2aad6f65d42869420e24aca0c56bc_20,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Street Sweeping Parking Restrictions,Street Sweeping Parking Restrictions for Clean Streets/Clean Lakes Sweeping Program.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,StreetSweeping|Restrictions|CityofMadison|Wisconsin|COM:ParkingUtility|Transportation|Parking|Sustainability,2017-08-15T14:38:09.000Z,,,,City of Madison,"-89.4497,43.0411,-89.3363,43.0978",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/1a0c02ed8b004764a19a85690e7d4032_5,https://data-cityofmadison.opendata.arcgis.com/datasets/1a0c02ed8b004764a19a85690e7d4032_5.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TE/MapServer/5,,,1a0c02ed8b004764a19a85690e7d4032_5,https://hub.arcgis.com/datasets/1a0c02ed8b004764a19a85690e7d4032_5,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Vacated ROW Text,The different classifications of the vacated right of way text are as follows:Text: describes each vacated right of way text on the official map.Text-rotation:describes the orientation in degrees.Shape:describes the shape of the vacated right of way text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,VacatedROWText|CityofMadison|Wisconsin|COM:Engineering|Transportation,2017-08-21T15:26:32.000Z,,,,City of Madison,"-89.5716,43.0028,-89.2520,43.1800",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/689c265f13984f9fb4bbefe6c559991b_38,https://data-cityofmadison.opendata.arcgis.com/datasets/689c265f13984f9fb4bbefe6c559991b_38.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/38,,,689c265f13984f9fb4bbefe6c559991b_38,https://hub.arcgis.com/datasets/689c265f13984f9fb4bbefe6c559991b_38,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Aldermanic Districts,City of Madison Aldermanic Districts.This data layer is used by theDevelopment Informationapplication.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,AldermanicDistricts|CityofMadison|Wisconsin|COM:CityClerk|EffectiveGovernment|Boundaries|Neighborhoods&Property,2017-02-06T19:53:59.000Z,,,,City of Madison,"-89.5715,42.9981,-89.2463,43.1720",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/81039877861c40a1857b2e7634951e04_10,https://data-cityofmadison.opendata.arcgis.com/datasets/81039877861c40a1857b2e7634951e04_10.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA/MapServer/10,,,81039877861c40a1857b2e7634951e04_10,https://hub.arcgis.com/datasets/81039877861c40a1857b2e7634951e04_10,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bus Rapid Transit Stops,Proposed Bus Rapid Transit (BRT) Stops.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BRT|BusRapidTransit|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Sustainability|Projects&Plans|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-08-15T13:50:40.000Z,,,,City of Madison,"-89.5374,43.0194,-89.3070,43.1374",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/43743f819e1d4e7ab35a202e442cf27c_28,https://data-cityofmadison.opendata.arcgis.com/datasets/43743f819e1d4e7ab35a202e442cf27c_28.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/28,,,43743f819e1d4e7ab35a202e442cf27c_28,https://hub.arcgis.com/datasets/43743f819e1d4e7ab35a202e442cf27c_28,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bus Rapid Transit Stations,Proposed Bus Rapid Transit (BRT) Stations. Generalized single locations.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BRT|BusRapidTransit|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|Projects&Plans|Sustainability|MetroTransit|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-08-15T13:49:46.000Z,,,,City of Madison,"-89.5379,43.0201,-89.3072,43.1372",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/42118889b9af42358071b0485c53bee6_27,https://data-cityofmadison.opendata.arcgis.com/datasets/42118889b9af42358071b0485c53bee6_27.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/27,,,42118889b9af42358071b0485c53bee6_27,https://hub.arcgis.com/datasets/42118889b9af42358071b0485c53bee6_27,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Parks Maintenance Facilities,City of Madison Parks Maintenance Facilities.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,MaintenanceFacilities|CityofMadison|Wisconsin|COM:Parks|CityFacilities&Infrastructure|Parks,2017-02-06T20:19:34.000Z,,,,City of Madison,"-89.4611,43.0324,-89.3880,43.0518",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/b4c5a7cdb25a4f38b9d77ea35a97d2ce_2,https://data-cityofmadison.opendata.arcgis.com/datasets/b4c5a7cdb25a4f38b9d77ea35a97d2ce_2.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_PARKS/MapServer/2,,,b4c5a7cdb25a4f38b9d77ea35a97d2ce_2,https://hub.arcgis.com/datasets/b4c5a7cdb25a4f38b9d77ea35a97d2ce_2,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Proposed Or Reserved Text,The different classifications of the proposed or reserved text on the official map are as follows:Text: describes each proposed or reserved text on the official map.Text_rotation: describes the orientation in degrees.Shape: describes the shape of the proposed or reserved text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,ProposedOrReservedText|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T15:27:19.000Z,,,,City of Madison,"-89.5717,43.0079,-89.2466,43.1918",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/c2e52b906fc94cd6955458b13fefffbc_39,https://data-cityofmadison.opendata.arcgis.com/datasets/c2e52b906fc94cd6955458b13fefffbc_39.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/39,,,c2e52b906fc94cd6955458b13fefffbc_39,https://hub.arcgis.com/datasets/c2e52b906fc94cd6955458b13fefffbc_39,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Platted Block Number Text,The different classifications of the platted block number text on the official map are as follows:Text: describes each platted block number text on the official map including location.Text_rotation: describes the orientation in degrees.Shape: describes the shape of the place name text on the official map.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,PlattedBlockNumberText|CityofMadison|Wisconsin|COM:Engineering|Neighborhoods&Property,2017-08-21T14:54:10.000Z,,,,City of Madison,"-89.5326,43.0193,-89.2159,43.1499",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/a8c12d3850fa42f39e23575ae2db5709_18,https://data-cityofmadison.opendata.arcgis.com/datasets/a8c12d3850fa42f39e23575ae2db5709_18.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR2/MapServer/18,,,a8c12d3850fa42f39e23575ae2db5709_18,https://hub.arcgis.com/datasets/a8c12d3850fa42f39e23575ae2db5709_18,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Mall Concourse,City of Madison Mall Concourse - State St. and Capitol Square.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,MallConcourse|CityofMadison|Wisconsin|COM:Parks|CityFacilities&Infrastructure|Boundaries|Parks,2017-02-06T20:18:54.000Z,,,,City of Madison,"-89.4005,43.0720,-89.3804,43.0774",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/ddcaf9f2064643e996f26c315f0199f7_1,https://data-cityofmadison.opendata.arcgis.com/datasets/ddcaf9f2064643e996f26c315f0199f7_1.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_PARKS/MapServer/1,,,ddcaf9f2064643e996f26c315f0199f7_1,https://hub.arcgis.com/datasets/ddcaf9f2064643e996f26c315f0199f7_1,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bus Rapid Transit System Lines,Proposed Bus Rapid Transit (BRT) System Lines.,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,BRT|Transportation|CityofMadison|MPO|DaneCounty|Wisconsin|BusRapidTransit|MetroTransit|Sustainability|Projects&Plans|GreaterMadisonMPO|COM:GreaterMadisonMPO,2017-08-15T13:54:59.000Z,,,,City of Madison,"-89.5398,43.0192,-89.3068,43.1387",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/6db4821bb51644dba5e3048103b90daf_32,https://data-cityofmadison.opendata.arcgis.com/datasets/6db4821bb51644dba5e3048103b90daf_32.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_TRANS/MapServer/32,,,6db4821bb51644dba5e3048103b90daf_32,https://hub.arcgis.com/datasets/6db4821bb51644dba5e3048103b90daf_32,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Forest Hill Cemetery,Forest Hill Cemetery,English,City of Madison Map Data,"City of Madison, Wisconsin",Geospatial data,,Cemeteries|CityofMadison|Wisconsin|COM:Parks|CityFacilities&Infrastructure|Boundaries,2017-02-06T20:20:40.000Z,,,,City of Madison,"-89.5366,43.0573,-89.4288,43.0797",Dataset|Service,Vector,Shapefile,https://data-cityofmadison.opendata.arcgis.com/datasets/8d7dec8864f5432ebc35cabc3d04213b_4,https://data-cityofmadison.opendata.arcgis.com/datasets/8d7dec8864f5432ebc35cabc3d04213b_4.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_PARKS/MapServer/4,,,8d7dec8864f5432ebc35cabc3d04213b_4,https://hub.arcgis.com/datasets/8d7dec8864f5432ebc35cabc3d04213b_4,University of Wisconsin-Madison,10c-03,10c-03,Active,ArcGIS Hub,,Public,,FALSE,FALSE
