Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,1951 Aerial Photo,,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1951|aerial|photography|ortho|orthophoto,2016-07-25T19:36:38.000Z,,,,Milwaukee County,"-88.0792,42.8429,-87.8122,43.1907",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/27759aac3c5e427e98e22064179e0e76,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1951_Aerial/ImageServer,27759aac3c5e427e98e22064179e0e76,https://hub.arcgis.com/datasets/27759aac3c5e427e98e22064179e0e76,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2004-05 Aerial Photo (South),"This data set consists of color and black-and-white digital orthophoto files acquired in the Spring of 2005. The color files cover all of Kenosha, Ozaukee, Racine, Walworth, and Washington Counties, a large portion of Milwaukee County, and small portions of Dodge, Fond du Lac, Jefferson, Rock, and Sheboygan Counties in Southeastern Wisconsin. The color orthophoto files were compiled at one-inch-equals-200-feet (1"" = 200') scale with a pixel resolution of twelve inches (12""). The color orthophoto files covering the northern townships of Milwaukee County (T8N-R21E and T8N-R22E) have a pixel resolution of six inches (6""). The image files are available in GeoTIFF or MrSID format. Each color GeoTIFF format file covers an area of 5,000 by 5,000 feet on the Wisconsin State Plane Coordinate System, South Zone, with zero overlap between images. There are a total of 2,514 GeoTIFF files in the data set with accompanying ""world"" ("".tfw"") files. The MrSID format files were prepared from mosaics of the GeoTIFF format files. Each color MrSID format file covers an area of one U.S. Public Land Survey System (USPLSS) township. The 59 MrSID format files contain imagery beyond the boundaries of the survey township and do overlap. The MrSID files have accompanying ""world"" ("".sdw"") files. The black-and-white orthophoto files cover all of the aforementioned area and also cover all of Milwaukee and Waukesha Counties. The black-and-white files were compiled at one-inch-equals-200-feet (1"" = 200') scale with a pixel resolution of twelve inches (12""). The image files are available in GeoTIFF or MrSID format. Each black-and-white GeoTIFF format file covers an area of 10,000 by 10,000 feet on the Wisconsin State Plane Coordinate System, South Zone, with zero overlap between images. There are a total of 874 GeoTIFF files in the data set with accompanying ""world"" ("".tfw"") files. The MrSID format files were prepared from mosaics of the GeoTIFF format files. Each black-and-white MrSID format file covers an area of one USPLSS township. The 81 MrSID format files contain imagery beyond the boundaries of the survey township and do overlap. The MrSID files have accompanying ""world"" ("".sdw"") files. Finally, there are also seven (7) black-and-white full-county MrSID format orthophoto files in the data set, with each image covering one of the seven counties in the Southeastern Wisconsin Region.",English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|photography|ortho|orthophoto|2004|2005,2016-07-22T18:37:53.000Z,,,,Milwaukee County,"-88.0800,42.8343,-87.8093,43.1039",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/cf2922abda064fcb8b2908da793fa54c,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/2004_2005_Ortho_South/ImageServer,cf2922abda064fcb8b2908da793fa54c,https://hub.arcgis.com/datasets/cf2922abda064fcb8b2908da793fa54c,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1928 Aerial Photo,Aerial Photography of portions of Milwaukee County acquired in 1928,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1928|aerial|photography|ortho|orthophoto|MilwaukeeCounty|Milwaukee,2016-07-25T19:41:04.000Z,,,,Milwaukee County,"-88.0723,42.9325,-87.8606,43.1908",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/b64d9ead8a1843d7b01d8ff4915bc89b,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1928_Aerial/ImageServer,b64d9ead8a1843d7b01d8ff4915bc89b,https://hub.arcgis.com/datasets/b64d9ead8a1843d7b01d8ff4915bc89b,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2004-05 Aerial Photo (North),Image_Services/2004_2005_COLOR_NORTH_PART1,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|photo|ortho|orthophoto|2004|2005,2016-07-22T18:36:31.000Z,,,,Milwaukee County,"-88.0714,43.1086,-87.8725,43.1924",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/f964b4b0567a47458c4898cd5b19e6df,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/2004_2005_Ortho_North/ImageServer,f964b4b0567a47458c4898cd5b19e6df,https://hub.arcgis.com/datasets/f964b4b0567a47458c4898cd5b19e6df,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1937 Aerial Photo,"Aerial Photographs (Contact Prints) of Milwaukee, 1937.Source: USDADate flown: WX 8: flown September 26, 1937 WX 9: flown July 26, 1937 WX 22: flown August 4, 1937 WX 25: flown August 12, 1937Scale: WX 8: ca. 1:22,425 WX 9: WX 22: 1:20,000 WX 25: ca. 1:52,000Format: GeoTIFFProjection: State Plane WI-SouthDatum: NAD 1927 Notes: Resolution: most Scanned at 400dpi. Some scanned much lower. Air photos in paper format acquired from UW-Madison Robinson Map Library. Paper air photos scanned and geo-referenced by AGSL staff.",English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1937|aerial|photography|ortho|orthophoto,2016-07-25T19:37:41.000Z,,,,Milwaukee County,"-88.0877,42.8385,-87.8069,43.1947",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/9c074a6ee4f54d10947c67e67a0b1cc9,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1937_Aerial/ImageServer,9c074a6ee4f54d10947c67e67a0b1cc9,https://hub.arcgis.com/datasets/9c074a6ee4f54d10947c67e67a0b1cc9,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1970 Aerial Photo,Image_Services/1970_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1970|aerial|photography|ortho|orthophoto,2016-07-25T18:41:59.000Z,,,,Milwaukee County,"-88.0857,42.8379,-87.7647,43.1941",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/2976dfb6e9454539ac51660f816cfc57,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1970_Aerial/ImageServer,2976dfb6e9454539ac51660f816cfc57,https://hub.arcgis.com/datasets/2976dfb6e9454539ac51660f816cfc57,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1975 Aerial Photo,Image_Services/1975_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|photography|ortho|orthophoto|1975,2016-07-25T17:09:15.000Z,,,,Milwaukee County,"-88.0855,42.8393,-87.8039,43.1955",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/220a4421d91243fa8077f040e6d669a3,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1975_Aerial/ImageServer,220a4421d91243fa8077f040e6d669a3,https://hub.arcgis.com/datasets/220a4421d91243fa8077f040e6d669a3,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1985 Aerial Photo,Image_Services/1985_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|ortho|orthophoto|imagery|photography|1985,2016-07-25T16:57:54.000Z,,,,Milwaukee County,"-88.0856,42.8364,-87.7734,43.1964",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/5a2331786b964e9f94a74d1d7ac3c02b,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1985_Aerial/ImageServer,5a2331786b964e9f94a74d1d7ac3c02b,https://hub.arcgis.com/datasets/5a2331786b964e9f94a74d1d7ac3c02b,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1956 Aerial Photo,Image_Services/1956_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1956|aerial|photography|ortho|orthophoto,2016-07-25T19:19:31.000Z,,,,Milwaukee County,"-88.0878,42.7880,-87.7550,43.2413",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/4d4ed439f0bc4f758f0b93cb2620fdd4,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1956_Aerial/ImageServer,4d4ed439f0bc4f758f0b93cb2620fdd4,https://hub.arcgis.com/datasets/4d4ed439f0bc4f758f0b93cb2620fdd4,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2000 Aerial Photo,Image_Services/2000_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,2000|aerial|photography|ortho|orthophoto,2016-07-21T17:06:50.000Z,,,,Milwaukee County,"-88.0800,42.8343,-87.8049,43.2273",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/3cc2843344404a6e8fe1ab5c3bab1982,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/2000_Ortho/ImageServer,3cc2843344404a6e8fe1ab5c3bab1982,https://hub.arcgis.com/datasets/3cc2843344404a6e8fe1ab5c3bab1982,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1963 Aerial Photo,Image_Services/1963_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|photography|ortho|orthophoto|1963,2016-07-25T19:00:53.000Z,,,,Milwaukee County,"-88.0909,42.8146,-87.8005,43.2182",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/36e762e1aada4b6ba1d49c62f865bf84,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1963_Aerial/ImageServer,36e762e1aada4b6ba1d49c62f865bf84,https://hub.arcgis.com/datasets/36e762e1aada4b6ba1d49c62f865bf84,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1967 Aerial Photo,Image_Services/1967_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1967|aerial|photography|ortho|orthophoto,2016-07-25T18:45:15.000Z,,,,Milwaukee County,"-88.0856,42.8397,-87.7706,43.1939",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/77085ad327ce4db0b447e4ed466c22fc,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1967_Aerial/ImageServer,77085ad327ce4db0b447e4ed466c22fc,https://hub.arcgis.com/datasets/77085ad327ce4db0b447e4ed466c22fc,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,1966 Aerial Photo,Image_Services/1966_GREY,English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,1966|aerial|photography|ortho|orthophoto,2016-07-25T18:58:38.000Z,,,,Milwaukee County,"-88.0479,42.9149,-87.9943,42.9311",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/bcb4fb8a055347bdb77f8f125a968ddc,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/1966_Aerial/ImageServer,bcb4fb8a055347bdb77f8f125a968ddc,https://hub.arcgis.com/datasets/bcb4fb8a055347bdb77f8f125a968ddc,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2015 Aerial Photo,"Pictometry flew the countywide area from March 16 - March 30, 2015, and recaptured small areas in which ice or snow obscured the imagery the following spring. This image is representative of the two sets of data,blended together by Pictometry after collection.",English,Milwaukee County Land Information Office,Milwaukee County GIS and Land Information,Aerial imagery,,aerial|photography|2015|color|ortho|orthophoto|Pictometry,2016-07-20T20:43:21.000Z,,,,Milwaukee County,"-88.1116,42.8348,-87.8001,43.1997",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/ca6a076649c74426b50cc09b55bd9401,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/2015_Ortho/ImageServer,ca6a076649c74426b50cc09b55bd9401,https://hub.arcgis.com/datasets/ca6a076649c74426b50cc09b55bd9401,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2013 Aerial Photo,"The dataset consists of tiled orthogonal imagery produced from nadir images captured by Pictometry International during the period of April 16th, 2013 to May 4th, 2013. Automatic aerial triangulation (AAT) was performed. The triangulated frames were rectified to a Pictometry Produced LiDAR derived DEM. Mosaicing was performed using an automatic seaming algorithm and manually edited to eliminate seams through elevated features where possible.",English,Milwaukee County GIS & Land Information,Milwaukee County GIS and Land Information,Aerial imagery,,2013|aerial|photography|ortho|orthophoto|Pictometry,2016-07-21T15:25:41.000Z,,,,Milwaukee County,"-88.0933,42.8208,-87.8001,43.1997",Image|Service,Image,Imagery,https://gis-mclio.opendata.arcgis.com/datasets/3b3f11e5ad3b43ee9c3564ef11b02948,,,,https://lio.milwaukeecountywi.gov/arcgis/rest/services/Image_Services/2013_Ortho/ImageServer,3b3f11e5ad3b43ee9c3564ef11b02948,https://hub.arcgis.com/datasets/3b3f11e5ad3b43ee9c3564ef11b02948,University of Wisconsin-Madison,10b-55079,10b-55079,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,ORTHO2000 IS,"This data set consists of digital orthophoto images obtained from 1:20,000 scale black-and-white aerial photography aquired in the spring of 2000. The orthophoto files are prepared at two different scales: 1""""=400' and 1""""=200'. Each 400-scale image nominally covers four U.S. Public Land Survey System sections, for a total of 148 digital image files in the 400-scale data set. The pixel resolution of the 400-scale imagery is two feet on the ground, and the files contain overlap between images. Each 200-scale image covers a USPLSS Survey Township, for a total of 16 images in the 200-scale data set. The pixel resolution of the 200-scale imagery is one foot on the ground, again with overlap between images. The 1""=400 scale orthophoto files are in GeoTIFF format with accompanying """"world"""" (tfw) files, and the 1""=200' scale orthophoto files are in MrSID compressed format with the accompanying sid ""world"" (sdw) files.",English,Waukesha County,Waukesha County Land Information Office,Aerial imagery,,2000Ortho|LIS|ImageService|Imagery|WaukeshaCounty,2016-07-19T16:17:35.000Z,,,,Waukesha County,"-88.6019,42.8419,-88.0496,43.2043",Image|Service,Image,Imagery,https://data-waukeshacounty.opendata.arcgis.com/datasets/528dcdb921d843388f190a92b661f5ed,,,,https://is.waukcogeo.com/portal/rest/services/RASTER/ORTHO2000/ImageServer,528dcdb921d843388f190a92b661f5ed,https://hub.arcgis.com/datasets/528dcdb921d843388f190a92b661f5ed,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,ORTHO2020 IS,2020 Orthophotography. Data captured in State Plane Coordinate System NAD83 (2011) as part of a statewide project. Capture was completed at 3 inch pixel resolution.,English,Waukesha County,Waukesha County Land Information Office,Aerial imagery,,2020|orthophoto|aerialphotography,2020-12-22T16:21:23.000Z,,,,Waukesha County,"-88.5961,42.8419,-88.0438,43.2042",Image|Service,Image,Imagery,https://data-waukeshacounty.opendata.arcgis.com/datasets/402fed1d2c634709950e0d2de2ebc97c,,,,https://is.waukcogeo.com/portal/rest/services/RASTER/ORTHO2020/ImageServer,402fed1d2c634709950e0d2de2ebc97c,https://hub.arcgis.com/datasets/402fed1d2c634709950e0d2de2ebc97c,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,ORTHO2010 IS,"2010 Aerial Photography for Waukesha County. 6"" pixel resolution.",English,Waukesha County,Waukesha County Land Information Office,Aerial imagery,,2010Ortho|LIS|ImageService|Imagery|WaukeshaCounty,2016-07-19T16:11:15.000Z,,,,Waukesha County,"-88.6019,42.8424,-88.0570,43.1934",Image|Service,Image,Imagery,https://data-waukeshacounty.opendata.arcgis.com/datasets/6f5022303a66416db15416fbb8e608b4,,,,https://is.waukcogeo.com/portal/rest/services/RASTER/ORTHO2010/ImageServer,6f5022303a66416db15416fbb8e608b4,https://hub.arcgis.com/datasets/6f5022303a66416db15416fbb8e608b4,University of Wisconsin-Madison,10b-55133,10b-55133,Active,ArcGIS Hub,,Public,,FALSE,FALSE
