layer_slug_s,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,dct_references_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,b1g_centroid_ss,Place Names entered manually,Bounding Box,Place Name
4789ba749ade49849f313326a42d37fc_7,04b-24005,04b-24005,Active,False,Inland Waters,,Shapefile,dfirm|preliminary,Vector,University of Maryland,ArcGIS Hub,,9/3/2020,"The Flood Insurance Rate Map (FIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Datum of 1983.",hub.arcgis.com/datasets/4789ba749ade49849f313326a42d37fc_7,,2020.0,[2020 TO 2020],2020,Public,Preliminary DFirm,English,"Preliminary DFirm: Baltimore County, Maryland","{""http://schema.org/url"":""http://bcstat-bc-gis.hub.arcgis.com/datasets/4789ba749ade49849f313326a42d37fc_7"",""http://schema.org/downloadUrl"":""http://bcstat-bc-gis.hub.arcgis.com/datasets/4789ba749ade49849f313326a42d37fc_7.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/Floodplain/MapServer/7""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.3562,-76.6266","Baltimore County, Maryland|Maryland","-76.8267,39.2218,-76.4265,39.4906","Baltimore County, Maryland|Maryland"
403bb87a1fb34cebaae3c91968b33360_3,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,Baltimore County|Economic|Business Park Centers|business,Vector,University of Maryland,ArcGIS Hub,,10/6/2016,Business Park Centers for Balitmore County.,https://hub.arcgis.com/datasets/403bb87a1fb34cebaae3c91968b33360_3,,,[2016 TO 2016],2016,Public,,English,"Business Park Centers: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/403bb87a1fb34cebaae3c91968b33360_3"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/403bb87a1fb34cebaae3c91968b33360_3.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Economic/Economic/MapServer/3""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.4,-76.595","Baltimore County, Maryland|Maryland","-76.83,39.21,-76.36,39.59","Baltimore County, Maryland|Maryland"
a31bf4d59d7d45289ca07c36b663b0b6_6,04b-24005,04b-24005,Active,False,Economy,4/5/2019,Shapefile,economic|shopping centers,Vector,University of Maryland,ArcGIS Hub,,4/10/2018,"Shopping centers for Baltimore County, Maryland.",https://hub.arcgis.com/datasets/a31bf4d59d7d45289ca07c36b663b0b6_6,,,[2018 TO 2018],2018,Public,,English,"Shopping Centers: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/a31bf4d59d7d45289ca07c36b663b0b6_6"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/a31bf4d59d7d45289ca07c36b663b0b6_6.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Economic/Economic/MapServer/6""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.4,-76.595","Baltimore County, Maryland|Maryland","-76.83,39.21,-76.36,39.59","Baltimore County, Maryland|Maryland"
6bfa618b2d1f43d79fada6be5092d48e_1,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,Baltimore County|Elementary Schools|education|facilities,Vector,University of Maryland,ArcGIS Hub,,1/6/2017,Point locations for public elementary schools in Baltimore County.,https://hub.arcgis.com/datasets/6bfa618b2d1f43d79fada6be5092d48e_1,,,[2017 TO 2017],2017,Public,,English,"Elementary Schools: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/6bfa618b2d1f43d79fada6be5092d48e_1"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/6bfa618b2d1f43d79fada6be5092d48e_1.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Education/SchoolDistricts/MapServer/1""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.45,-76.59","Baltimore County, Maryland|Maryland","-76.83,39.22,-76.35,39.68","Baltimore County, Maryland|Maryland"
dd638cfeca364e8197868b319ce1f39b_5,04b-24005,04b-24005,Active,False,Boundaries,2/7/2020,Shapefile,baltimore county|planning|historic|cultural,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,"Outlines the boundaries of the Baltimore County Historic Districts. The agreement by the owners of 75 percent of the property within a proposed district s boundary is required to form a local historic district. Any exterior modification or addition to a structure in a district, or any excavation building, or demolition permit, is subject to approval by the Landmarks Preservation Commission.",https://hub.arcgis.com/datasets/dd638cfeca364e8197868b319ce1f39b_5,,2017.0,[2017 TO 2017],2017,Public,Baltimore County Historic Districts,English,"Baltimore County Historic Districts: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/dd638cfeca364e8197868b319ce1f39b_5"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/dd638cfeca364e8197868b319ce1f39b_5.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Historic/Historic/MapServer/5""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.405,-76.605","Baltimore County, Maryland|Maryland","-76.83,39.22,-76.38,39.59","Baltimore County, Maryland|Maryland"
1a810e4dc72f4ccb9f9559b25fcd5b06_2,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,Baltimore County|Middle Schools|education|facilities,Vector,University of Maryland,ArcGIS Hub,,1/6/2017,Location of middle schools for Baltimore County.,https://hub.arcgis.com/datasets/1a810e4dc72f4ccb9f9559b25fcd5b06_2,,,[2017 TO 2017],2017,Public,,English,"Middle Schools: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/1a810e4dc72f4ccb9f9559b25fcd5b06_2"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/1a810e4dc72f4ccb9f9559b25fcd5b06_2.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Education/SchoolDistricts/MapServer/2""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.405,-76.635","Baltimore County, Maryland|Maryland","-76.83,39.24,-76.44,39.57","Baltimore County, Maryland|Maryland"
cc1fccb0386b4fcfafd9a82408f6270d_4,04b-24005,04b-24005,Active,False,Economy,4/5/2019,Shapefile,landuse|baltimore county|planning|priority funding areas,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,"The 1997 Priority Funding Areas Act capitalizes on the influence of State expenditures on economic growth and development. This legislation directs State spending to Priority Funding Areas. Priority Funding Areas are existing communities and places where local governments want State investment to support future growth.Growth-related projects covered by the legislation include most State programs that encourage or support growth and development such as highways, sewer and water construction, economic development assistance, and State leases or construction of new office facilities.The Priority Funding Areas legislation builds on the foundation created by the Visions which were adopted as State policy in the 1992 Economic Growth, Resource Protection and Planning Act. Beginning October 1, 1998, the State of Maryland directed funding for projects that support growth to Priority Funding Areas. Funding for projects in municipalities, other existing communities, industrial areas, and planned growth areas designated by counties receive priority State funding over other projects. Priority Funding Areas are locations where the State and local governments want to target their efforts to encourage and support economic development and new growth.",https://hub.arcgis.com/datasets/cc1fccb0386b4fcfafd9a82408f6270d_4,,,[2017 TO 2017],2017,Public,,English,"Priority Funding Areas: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/cc1fccb0386b4fcfafd9a82408f6270d_4"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/cc1fccb0386b4fcfafd9a82408f6270d_4.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/LandusePlanning/Landuse/MapServer/4""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.36,-76.59","Baltimore County, Maryland|Maryland","-76.84,39.19,-76.34,39.53","Baltimore City County, Maryland|Maryland"
eb2cbd46173e412d9026fa494f6097bd_1,04b-24005,04b-24005,Active,False,Economy,4/5/2019,Shapefile,Baltimore County|Economic|Commercial Revitilization Districts|business,Vector,University of Maryland,ArcGIS Hub,,10/6/2016,"Baltimore County's 17 officially designated Commercial Revitalization Districts are the front doors to our desired established communities. Each district is staffed by a planner who works closely with the business and property owners, business associations and the local communities to provide a range of services aimed at maintaining the health and vitality of our neighborhood commercial areas.",https://hub.arcgis.com/datasets/eb2cbd46173e412d9026fa494f6097bd_1,,,[2016 TO 2016],2016,Public,,English,"Commercial Revitilization Districts: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/eb2cbd46173e412d9026fa494f6097bd_1"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/eb2cbd46173e412d9026fa494f6097bd_1.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Economic/Economic/MapServer/1""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.355,-76.63","Baltimore County, Maryland|Maryland","-76.84,39.24,-76.42,39.47","Baltimore County, Maryland|Maryland"
1168e0e54054430cb5bb0d2eb2182151_0,04b-24005,04b-24005,Active,False,Transportation,4/5/2019,Shapefile,scenic|byway,Vector,University of Maryland,ArcGIS Hub,,9/19/2017,,https://hub.arcgis.com/datasets/1168e0e54054430cb5bb0d2eb2182151_0,,,[2017 TO 2017],2017,Public,,English,"Maryland Scenic Byway: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/1168e0e54054430cb5bb0d2eb2182151_0"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/1168e0e54054430cb5bb0d2eb2182151_0.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Scenic/Scenic/MapServer/0""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.46,-76.66","Baltimore County, Maryland|Maryland","-76.84,39.26,-76.48,39.66","Baltimore County, Maryland|Maryland"
27ef23a8f1a549f59a9a26ba115f98db_0,04b-24005,04b-24005,Active,False,Boundaries,4/5/2019,Shapefile,rural legacy|baltimore county|preservation,Vector,University of Maryland,ArcGIS Hub,,7/17/2017,"Existing boundaries of State-approved Rural Legacy areas. Baltimore County contains all or portions of 5 Rural Legacy areas: Piney Run, Coastal, Manor, Gunpowder and Long Green. This data includes the current and historical boundaries of each area.",https://hub.arcgis.com/datasets/27ef23a8f1a549f59a9a26ba115f98db_0,,,[2017 TO 2017],2017,Public,,English,"Rural Legacy Areas: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/27ef23a8f1a549f59a9a26ba115f98db_0"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/27ef23a8f1a549f59a9a26ba115f98db_0.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/LandPreservation/LandPreservation/MapServer/0""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.43,-76.585","Baltimore County, Maryland|Maryland","-76.85,39.19,-76.32,39.67","Baltimore City County, Maryland|Maryland"
b0d5ff94cbca496b8817e729d606a1ad_0,04b-24005,04b-24005,Active,False,Boundaries,4/5/2019,Shapefile,police|public safety|police station,Vector,University of Maryland,ArcGIS Hub,,4/10/2018,,https://hub.arcgis.com/datasets/b0d5ff94cbca496b8817e729d606a1ad_0,,,[2018 TO 2018],2018,Public,,English,"Police Department: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/b0d5ff94cbca496b8817e729d606a1ad_0"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/b0d5ff94cbca496b8817e729d606a1ad_0.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/PublicSafety/PublicSafety/MapServer/0""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.46,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.2,-76.35,39.72","Baltimore County, Maryland|Maryland"
07123f3f20c740f5b7fc495bc4ce1cff_2,04b-24005,04b-24005,Active,False,Utilities and Communication,4/5/2019,Shapefile,Fire Stations|Fire Department|Public Safety|facilities,Vector,University of Maryland,ArcGIS Hub,,9/20/2017,,https://hub.arcgis.com/datasets/07123f3f20c740f5b7fc495bc4ce1cff_2,,,[2017 TO 2017],2017,Public,,English,"Fire Department: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/07123f3f20c740f5b7fc495bc4ce1cff_2"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/07123f3f20c740f5b7fc495bc4ce1cff_2.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/PublicSafety/PublicSafety/MapServer/2""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
0a3cbd43fa8d4684a95f5216a2cc93e4_2,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|facilities|county offices,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Locations of county offices for Baltimore County.,https://hub.arcgis.com/datasets/0a3cbd43fa8d4684a95f5216a2cc93e4_2,,,[2017 TO 2017],2017,Public,,English,"County Offices: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/0a3cbd43fa8d4684a95f5216a2cc93e4_2"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/0a3cbd43fa8d4684a95f5216a2cc93e4_2.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/2""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
47b513f875b94af9aea6952600607e34_4,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|parking|garages|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Location of county owned parking garages in Baltimore County.,https://hub.arcgis.com/datasets/47b513f875b94af9aea6952600607e34_4,,,[2017 TO 2017],2017,Public,,English,"County Parking Garages: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/47b513f875b94af9aea6952600607e34_4"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/47b513f875b94af9aea6952600607e34_4.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/4""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
4a7f488ffa7d4928b99b9eedbb1216fe_0,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|senior centers|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Senior Centers locations for Baltimore County.,https://hub.arcgis.com/datasets/4a7f488ffa7d4928b99b9eedbb1216fe_0,,,[2017 TO 2017],2017,Public,,English,"Senior Centers: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/4a7f488ffa7d4928b99b9eedbb1216fe_0"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/4a7f488ffa7d4928b99b9eedbb1216fe_0.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/0""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
5fc5771d9378491aba3ebd087829ac40_3,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|courthouses|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Location of court houses for Baltimore County.,https://hub.arcgis.com/datasets/5fc5771d9378491aba3ebd087829ac40_3,,,[2017 TO 2017],2017,Public,,English,"Court Houses: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/5fc5771d9378491aba3ebd087829ac40_3"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/5fc5771d9378491aba3ebd087829ac40_3.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/3""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
ba4b467710a0440cad743bc3a433ef4f_1,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Location of Social Services offices for Baltimore County.,https://hub.arcgis.com/datasets/ba4b467710a0440cad743bc3a433ef4f_1,,,[2017 TO 2017],2017,Public,,English,"Social Service Offices: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/ba4b467710a0440cad743bc3a433ef4f_1"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/ba4b467710a0440cad743bc3a433ef4f_1.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/1""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
e31d923382d0489d8ea1ae12383df252_5,04b-24005,04b-24005,Active,False,Health,4/5/2019,Shapefile,baltimore county|hospitals|medical|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Location of hospitals in Baltimore County.,https://hub.arcgis.com/datasets/e31d923382d0489d8ea1ae12383df252_5,,,[2017 TO 2017],2017,Public,,English,"Hospitals: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/e31d923382d0489d8ea1ae12383df252_5"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/e31d923382d0489d8ea1ae12383df252_5.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/5""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
e693fbdbc5cb4c45aafdad3d84f36e10_9,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|public schools|colleges,Vector,University of Maryland,ArcGIS Hub,,6/26/2017,"Colleges in Baltimore County, Maryland.",https://hub.arcgis.com/datasets/e693fbdbc5cb4c45aafdad3d84f36e10_9,,,[2017 TO 2017],2017,Public,,English,"Colleges: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/e693fbdbc5cb4c45aafdad3d84f36e10_9"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/e693fbdbc5cb4c45aafdad3d84f36e10_9.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Education/SchoolDistricts/MapServer/9""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
f5b23a576b2a460793fdb1c597247aeb_6,04b-24005,04b-24005,Active,False,Location,4/5/2019,Shapefile,baltimore county|library|libraries|facilities,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,Location of county-owned libraries in Baltimore County.,https://hub.arcgis.com/datasets/f5b23a576b2a460793fdb1c597247aeb_6,,,[2017 TO 2017],2017,Public,,English,"Libraries: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/f5b23a576b2a460793fdb1c597247aeb_6"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/f5b23a576b2a460793fdb1c597247aeb_6.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Facilities/CountyFacilities/MapServer/6""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.47,-76.6","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.35,39.72","Baltimore County, Maryland|Maryland"
0d7614eca95549d4a16a337df9d5f85d_6,04b-24005,04b-24005,Active,False,Environment,4/5/2019,Shapefile,baltimore county|historic|cultural|planning,Vector,University of Maryland,ArcGIS Hub,,3/22/2017,"As of Bill 93-05, Landmark Structures also include a Historic Environmental Setting (HES). Historic Environmental Setting means the property or lot or portion thereof, as delineated by the Commission, which is historically, architecturally, archeologically or culturally connected to the historic significance of a landmark structure.",https://hub.arcgis.com/datasets/0d7614eca95549d4a16a337df9d5f85d_6,,,[2017 TO 2017],2017,Public,,English,"Historic Environmmental Settings: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/0d7614eca95549d4a16a337df9d5f85d_6"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/0d7614eca95549d4a16a337df9d5f85d_6.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Historic/Historic/MapServer/6""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.45,-76.615","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.38,39.68","Baltimore County, Maryland|Maryland"
0d7988c35b1741b3b91bb55be41ea661_4,04b-24005,04b-24005,Active,False,Transportation|Structure,4/14/2019,Shapefile,,Vector,University of Maryland,ArcGIS Hub,,10/10/2017,"The salt storage layer contains point features that represent the locations of Baltimore County, Maryland Department of Public Works salt domes and salt shed maintenance facilities. Each record contains identification, location, style, age, and contact information.",https://hub.arcgis.com/datasets/0d7988c35b1741b3b91bb55be41ea661_4,,,[2017 TO 2017],2017,Public,,English,"Salt Storage Locations and Maintenance Facilities: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/0d7988c35b1741b3b91bb55be41ea661_4"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/0d7988c35b1741b3b91bb55be41ea661_4.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Transportation/DPWMaintenance/MapServer/4""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.445,-76.63","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.41,39.67","Baltimore County, Maryland|Maryland"
8c6cc223fbdd4d08a757f47fe08d010e_2,04b-24005,04b-24005,Active,False,Transportation|Structure,4/14/2019,Shapefile,,Vector,University of Maryland,ArcGIS Hub,,10/10/2017,"The highway shops layer contains point features that represent the locations of Baltimore County, Maryland Department of Public Works highway shop maintenance facilities. Each record contains identification, location, and contact information.",https://hub.arcgis.com/datasets/8c6cc223fbdd4d08a757f47fe08d010e_2,,,[2017 TO 2017],2017,Public,,English,"Highway Shop Maintenance Facilities: Baltimore County, Maryland","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/8c6cc223fbdd4d08a757f47fe08d010e_2"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/8c6cc223fbdd4d08a757f47fe08d010e_2.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Transportation/DPWMaintenance/MapServer/2""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.445,-76.63","Baltimore County, Maryland|Maryland","-76.85,39.22,-76.41,39.67","Baltimore County, Maryland|Maryland"
69ab6a2a73c14735abd0a741d75003d5_13,04b-24005,04b-24005,Active,False,Planning and Cadastral,4/5/2019,Shapefile,CZMP|baltimore county|2016,Vector,University of Maryland,ArcGIS Hub,,6/8/2017,CZMP issues for Baltimore County from 2016.,https://hub.arcgis.com/datasets/69ab6a2a73c14735abd0a741d75003d5_13,,2016.0,[2016 TO 2016],2016,Public,,English,"Comprehensive Zoning Map Process (CZMP) Issue Polygons: Baltimore County, Maryland, 2016","{""http://schema.org/url"":""http://data-bc-gis.opendata.arcgis.com/datasets/69ab6a2a73c14735abd0a741d75003d5_13"",""http://schema.org/downloadUrl"":""http://data-bc-gis.opendata.arcgis.com/datasets/69ab6a2a73c14735abd0a741d75003d5_13.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/Zoning/MapServer/13""}",,,False,Dataset|Service,"Baltimore County, Maryland","39.42,-76.615","Baltimore County, Maryland|Maryland","-76.86,39.19,-76.37,39.65","Baltimore County, Maryland|Maryland"
