layer_slug_s,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,dct_references_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,b1g_centroid_ss,Place Names entered manually,Bounding Box,Place Name
2a4a268c0c2b4b04bcf1b2f1755d939a_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,SEPTA|Trolley|Routes|Transit,Vector,University of Maryland,ArcGIS Hub,,7/2/2018,Spring 2018 Trolley Routes with Ridership. Route ridership and revenue information is from FY2017. Data is from SEPTA's Revenue & Ridership Department.,https://hub.arcgis.com/datasets/2a4a268c0c2b4b04bcf1b2f1755d939a_0,,2018,[2018 TO 2018],2018,Public,SEPTA - Trolley Routes,English,SEPTA - Trolley Routes: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2a4a268c0c2b4b04bcf1b2f1755d939a_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services2.arcgis.com/9U43PSoL47wawX5S/arcgis/rest/services/Trolley_Routes/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2a4a268c0c2b4b04bcf1b2f1755d939a_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.945,-75.245","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.39,39.9,-75.1,39.99",Pennsylvania|New Jersey
0d34afb385234b848209d69a2ce1e1ed_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,anchorages|dvrpc|freight|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,The DVRPC anchorages data set is a polygon data file showing navigation anchorages in the DVRPC region. Geography from NOAA Navigation Charts.,https://hub.arcgis.com/datasets/0d34afb385234b848209d69a2ce1e1ed_0,,2020,[2020 TO 2020],2020,Public,DVRPC Anchorages,English,Anchorages: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/0d34afb385234b848209d69a2ce1e1ed_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/0d34afb385234b848209d69a2ce1e1ed_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/anchorages/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.88,-75.27","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.41,39.8,-75.13,39.96",Pennsylvania|New Jersey
bc1dc87ba0c0418c8749a1c89144abdf_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,river|maintained channel|freight|dvrpc,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,Maintained navigation channels for the DVRPC region. Based on NOAA navigation charts data.,https://hub.arcgis.com/datasets/bc1dc87ba0c0418c8749a1c89144abdf_0,,2020,[2020 TO 2020],2020,Public,DVRPC Maintained Navigation Channels,English,Maintained Navigation Channels: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/bc1dc87ba0c0418c8749a1c89144abdf_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/bc1dc87ba0c0418c8749a1c89144abdf_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/maintained_channel/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.005,-75.07","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.42,39.8,-74.72,40.21","Philadelphia County, Pennsylvania|Pennsylvania"
c07cd7d3241c42259a91b618be957bf7_0,04f-01,04f-01,Active,False,Inland Waters,6/11/2020,Shapefile,river|dvrpc|freight|navigable river|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,The DVRPC navigable river layer is a polygon layer representing the extents of the Delaware and Schulykill rivers that are designated for commercial traffic. Each waterway is segmented by the appropriate channel and reaches division. NOAA data was utilized to populate the segments with related navigation data.,https://hub.arcgis.com/datasets/c07cd7d3241c42259a91b618be957bf7_0,,2020,[2020 TO 2020],2020,Public,DVRPC Commercial Navigable River,English,Commercial Navigable River: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c07cd7d3241c42259a91b618be957bf7_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c07cd7d3241c42259a91b618be957bf7_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/river/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.005,-75.07","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.42,39.8,-74.72,40.21","Philadelphia County, Pennsylvania|Pennsylvania"
67e5ba6838904399a0ffbc94899f7275_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,dvrpc|freight|nhs|connectors,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"National Highway System (NHS) connectors are roads, which may be either state or locally owned, which connect intermodal facilities to major highways on the National Highway System. The NHS Connectors in this data layer are officially designated NHS freight connectors that serve any of three types of facilities: intermodal rail facility, port, and/or airport. These routes were digitized based on DVRPC's street centerline data set to correspond with the officially designated NHS Connector routes.",https://hub.arcgis.com/datasets/67e5ba6838904399a0ffbc94899f7275_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight NHS Connectors,English,Freight NHS Connectors: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/67e5ba6838904399a0ffbc94899f7275_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/67e5ba6838904399a0ffbc94899f7275_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/nhs_connectors/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.025,-75.085","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.42,39.84,-74.75,40.21","Philadelphia County, Pennsylvania|Pennsylvania"
2e67dbf06d194d95a1f4d97237966b30_0,04f-01,04f-01,Active,False,Transportation,3/6/2020,Shapefile,Transportation|TIP,Vector,University of Maryland,ArcGIS Hub,,2/20/2020,"The TIP is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects.",https://hub.arcgis.com/datasets/2e67dbf06d194d95a1f4d97237966b30_0,,2020,[2020 TO 2023],2020,Public,DVRPC New Jersey Transportation Improvement Program 2020 to 2023 (points),English,"DVRPC New Jersey Transportation Improvement Program: Delaware Valley Regional Planning Commission, 2020-2023","{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2e67dbf06d194d95a1f4d97237966b30_0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2e67dbf06d194d95a1f4d97237966b30_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/NJTIP_FY2020_2023_Point/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.96,-74.98","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.44,39.55,-74.52,40.37","Camden County, New Jersey|New Jersey|Philadelphia County, Pennsylvania|Pennsylvania"
6eac54ae8bc24073838fc7f34d678c7c_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,ports|dvrpc|freight|terminals|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,The DVRPC port terminals data set represents the landside and pier data for active commercial marine terminals in the Delaware Valley. The data shows piers consolidated by operator along with the landside terminal facilities. Data varies by bulk and general cargo facility. Data was compiled by DVRPC using port terminal marketing materials and outreach with terminal operators.,https://hub.arcgis.com/datasets/6eac54ae8bc24073838fc7f34d678c7c_0,,2020,[2020 TO 2020],2020,Public,DVRPC Port Terminal Locations,English,Port Terminal Locations: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6eac54ae8bc24073838fc7f34d678c7c_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6eac54ae8bc24073838fc7f34d678c7c_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/ports/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.99,-75.085","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.44,39.8,-74.73,40.18","Philadelphia County, Pennsylvania|Pennsylvania"
71e0016f6d3d4c06a098f73f23138772_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,river|channel|noaa|dvrpc|freight|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,Centerline of navigable channel. Based on NOAA navigation charts.,https://hub.arcgis.com/datasets/71e0016f6d3d4c06a098f73f23138772_0,,2020,[2020 TO 2020],2020,Public,DVRPC River Channel (centerline),English,River Channel (centerline): Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/71e0016f6d3d4c06a098f73f23138772_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/71e0016f6d3d4c06a098f73f23138772_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/river_channel/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.98,-75.09","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.46,39.78,-74.72,40.18","Philadelphia County, Pennsylvania|Pennsylvania"
d4ca2dcec1fa4bfeb834ac1002d2c979_0,04f-01,04f-01,Active,False,Transportation,3/6/2020,Shapefile,Transportation|TIP,Vector,University of Maryland,ArcGIS Hub,,2/21/2020,"The TIP is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects.",https://hub.arcgis.com/datasets/d4ca2dcec1fa4bfeb834ac1002d2c979_0,,2020,[2020 TO 2023],2020,Public,DVRPC New Jersey Transportation Improvement Program 2020 to 2023 (lines),English,"DVRPC New Jersey Transportation Improvement Program: Delaware Valley Regional Planning Commission, 2020-2023","{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/d4ca2dcec1fa4bfeb834ac1002d2c979_0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/d4ca2dcec1fa4bfeb834ac1002d2c979_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/NJTIP_FY2020_2023_Line/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.955,-75.0","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.49,39.57,-74.51,40.34","Camden County, New Jersey|New Jersey|Philadelphia County, Pennsylvania|Pennsylvania"
f37c6e470a5942f6a06fa8971327e5dc_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Transportation|TIP,Vector,University of Maryland,ArcGIS Hub,,5/22/2020,"The TIP is the regionally agreed-upon list of priority transportation projects, as required by federal law (ISTEA, TEA-21, SAFETEA LU, MAP-21, and the FAST Act). The TIP document must list all projects that intend to use federal funds, along with all non-federally funded projects that are regionally significant. We also include all other State funded capital projects. The projects are multi-modal; that is, they include bicycle, pedestrian, ITS, and freight related projects, as well as the more traditional highway and public transit projects.",https://hub.arcgis.com/datasets/f37c6e470a5942f6a06fa8971327e5dc_0,,2020-2023,[2020 TO 2023],2020,Public,DVRPC New Jersey Transportation Improvement Program (TIP) 2020-2023 (line),English,"Transportation Program (TIP) (line): New Jersey, 2020-2023","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/f37c6e470a5942f6a06fa8971327e5dc_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/f37c6e470a5942f6a06fa8971327e5dc_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/NJTIP_FY2020_2023_Line/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.955,-75.0","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.49,39.57,-74.51,40.34","Camden County, New Jersey|New Jersey|Philadelphia County, Pennsylvania|Pennsylvania"
ff98ecc2dd8446cba7df3fe141735441_0,04f-01,04f-01,Active,False,Structure,10/11/2019,Shapefile,DVRPC|Pennsylvania|Bucks County|Impervious Surface|Structures|Building Footprints|Building Heights|Buildings|Roads|Driveways|Parking Lots|Sidewalks|Planning,Vector,University of Maryland,ArcGIS Hub,,4/5/2017,"This dataset contains impervious landbase features updated using digital orthoimagery acquired in 2015 by the Delaware Valley Regional Regional Planning Commission (DVRPC) and its partners. This is an update of existing features originally captured in 2013 using 2010 orthoimagery. Additionally, estimated building heights were derived from high resolution normalized digital surface elevation data models generated from NIR LiDAR data using the highest hit method. Digital surface elevation models were derived from LiDAR data collected by Quantum Spatial and other vendors and compiled for delivery to USGS and its partners. The horizontal datum for this dataset is North American Datum, 1983, Geoid GRS 1980, and the data is projected in Lambert Conformal Conic StatePlane Pennsylvania South (FIPS 3702). Units are US Foot. The minimum size for building features is 200 square feet.Process Steps for Calculating Building Height Statistics:Normalized digital surface models (nDSM) and slope rasters were generated from 0.5-meter LiDAR data.Geodesic area was calculated (in square feet) for all features classified as Building .A negative 1 meter buffer was applied to all building features with an area greater than 200 square meters - applied in an effort to ensure nDSM input values were those corresponding to the building roof and not the adjacent ground.Zonal statistics (Spatial Analyst extension) were calculated on the buffered features for each nDSM raster (first multiplying each raster by 10 to maintain precision and then converting from floating point to integer raster) and slope raster (generated from each integerized nDSM raster). Zonal percentile statistics were also calculated on buffered features for each raster to obtain the 90th percentile building heights (HEIGHT_ESTIMATE field).All output statistics fields were joined to the original input feature class (with unit conversions applied, where necessary).A complete dataset, which includes the following fields that are populated with various statistical outputs generated during the building height estimation process, is available upon request:HEIGHT_PCT90  90th percentile value of all cells in the nDSM raster located within the building footprint.HEIGHT_PCT50  median value of all cells in the nDSM raster located within the building footprint.HEIGHT_COUNT  total number of cells with tabulated values in the nDSM raster located within the building footprint.SLOPE_MEAN  average of all cells in the slope raster located within the building footprint.SLOPE_STD  standard deviation of all cells in the slope raster located within the building footprint. SLOPE_COUNT - total number of cells with tabulated values in the slope raster located within the building footprint.",https://hub.arcgis.com/datasets/ff98ecc2dd8446cba7df3fe141735441_0,,2015,[2015 TO 2015],2015,Public,"DVRPC 2015 Impervious Surface - Bucks County\\\\\\\\\\\\\\, PA",English,"Impervious Surface - Bucks County, PA: Delaware Valley Regional Planning Commission, 2015","{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/ff98ecc2dd8446cba7df3fe141735441_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/Structures/BucksCo_Impervious/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/ff98ecc2dd8446cba7df3fe141735441_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.33,-75.105","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.5,40.06,-74.71,40.6",Pennsylvania|New Jersey
c9f7b78de9174ea69dc54abf5f7dc40a_0,04f-01,04f-01,Active,False,Transportation,5/8/2020,Shapefile,DVRPC|EV|Census|PEV,Vector,University of Maryland,ArcGIS Hub,,8/14/2019,"New Jersey Census Block Group level results from the DVRPC/UC Davis EV Planning Toolkit for ArcGIS. Visit the Story Map here. This dataset contains current (2017) and projected numbers of Plug-In Electrical Vehicles (PEVs) at the census block group level for the State of New Jersey. The future PEV projections are based on a scenario in which 330,000 passenger vehicles in New Jersey (or about 10 percent) are PEVs. This dataset also includes data projecting workplace charging demand in number of charging events and kilowatt-hours of demand by census block group based on the aforementioned PEV projections for the following three scenarios: workplace charging is free, workplace charging is the same cost as home charging, and workplace charging is twice the cost of home charging. The following datasets were used to obtain these results using the EV Planning Toolkit: 2017 vehicle registration data from the New Jersey Motor Vehicle Commission provided by the New Jersey Department of Environmental Protection. 2012-2016 American Community Survey 5-year Estimates. LEHD Origin-Destination Employment Statistics (LODES), version 7. Block group-to-block group commuting distances from DVRPC's Travel Improvement Model 2.1, accessed December 2017. Block group-to-block group commuting distances calculated from Esri's ArcGIS Network Analyst, used in 2017.If you have any questions regarding this dataset, please contact:Adam Beam, Research Analyst | Office of Energy and Climate Change Initiativesabeam@dvrpc.org | (215) 238-2830",https://hub.arcgis.com/datasets/c9f7b78de9174ea69dc54abf5f7dc40a_0,,2019,[2019 TO 2019],2019,Public,New Jersey - Plug-In Electrical Vehicle Block Group level data,English,New Jersey - Plug-In Electrical Vehicle Block Group level data: Delaware Valley Regional Planning Commission,"{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c9f7b78de9174ea69dc54abf5f7dc40a_0"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/NJ_Statewide_EV_Data/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c9f7b78de9174ea69dc54abf5f7dc40a_0.zip""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.14,-74.725","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.56,38.92,-73.89,41.36",Pennsylvania|Delaware|New Jersey
21db5bb43057439f8e7a9dc14a0fa1ef_0,04f-01,04f-01,Active,False,Structure,10/11/2019,Shapefile,DVRPC|Impervious Surface|Structures|Building Footprints|Building Heights|Buildings|Roads|Driveways|Parking Lots|Sidewalks|Delaware County|Pennsylvania|Planning,Vector,University of Maryland,ArcGIS Hub,,4/5/2017,"This dataset contains impervious landbase features updated using digital orthoimagery acquired in 2015 by the Delaware Valley Regional Regional Planning Commission (DVRPC) and its partners. This is an update of existing features originally captured in 2013 using 2010 orthoimagery. Additionally, estimated building heights were derived from high resolution normalized digital surface elevation data models generated from NIR LiDAR data using the highest hit method. Digital surface elevation models were derived from LiDAR data collected by Quantum Spatial and other vendors and compiled for delivery to USGS and its partners. The horizontal datum for this dataset is North American Datum, 1983, Geoid GRS 1980, and the data is projected in Lambert Conformal Conic StatePlane Pennsylvania South (FIPS 3702). Units are US Foot. The minimum size for building features is 200 square feet. Process Steps for Calculating Building Height Statistics: Normalized digital surface models (nDSM) and slope rasters were generated from 0.5-meter LiDAR data. Geodesic area was calculated (in square feet) for all features classified as Building . A negative 1 meter buffer was applied to all building features with an area greater than 200 square meters - applied in an effort to ensure nDSM input values were those corresponding to the building roof and not the adjacent ground. Zonal statistics (Spatial Analyst extension) were calculated on the buffered features for each nDSM raster (first multiplying each raster by 10 to maintain precision and then converting from floating point to integer raster) and slope raster (generated from each integerized nDSM raster). Zonal percentile statistics were also calculated on buffered features for each raster to obtain the 90th percentile building heights (HEIGHT_ESTIMATE field). All output statistics fields were joined to the original input feature class (with unit conversions applied, where necessary). A complete dataset, which includes the following fields that are populated with various statistical outputs generated during the building height estimation process, is available upon request: HEIGHT_PCT90  90th percentile value of all cells in the nDSM raster located within the building footprint. HEIGHT_PCT50  median value of all cells in the nDSM raster located within the building footprint. HEIGHT_COUNT  total number of cells with tabulated values in the nDSM raster located within the building footprint. SLOPE_MEAN  average of all cells in the slope raster located within the building footprint. SLOPE_STD  standard deviation of all cells in the slope raster located within the building footprint. SLOPE_COUNT - total number of cells with tabulated values in the slope raster located within the building footprint.",https://hub.arcgis.com/datasets/21db5bb43057439f8e7a9dc14a0fa1ef_0,,2015,[2015 TO 2015],2015,Public,"DVRPC 2015 Impervious Surface - Delaware County\\\\\\\\\\\\\\, PA",English,"Impervious Surface - Delaware County, PA: Delaware Valley Regional Planning Commission, 2015","{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/21db5bb43057439f8e7a9dc14a0fa1ef_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/Structures/DelawareCo_Impervious/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/21db5bb43057439f8e7a9dc14a0fa1ef_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.935,-75.405","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.6,39.81,-75.21,40.06","Delaware County, Pennsylvania|Pennsylvania"
27d6926394324b4e9d36171e5c943798_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,freight|dvrpc|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"Freight as a good neighbor, is an initiative to highlight cooperation across private, public and non-profit interests to reduce negative externalities related to freight activity. These features respresent examples from the DVRPC region.",https://hub.arcgis.com/datasets/27d6926394324b4e9d36171e5c943798_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight Good Neighbor (points),English,Freight Good Neighbor (points): Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/27d6926394324b4e9d36171e5c943798_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/27d6926394324b4e9d36171e5c943798_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/good_neighbor_pts/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.02,-75.1","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.61,39.82,-74.59,40.22","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
b8451c9157bc4eb28fdaf4c8cb84e396_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,DVRPC|Pennsylvania|Impervious Surface|Structures|Building Footprints|Building Heights|Buildings|Roads|Driveways|Parking Lots|Sidewalks|Montgomery County|Planning,Vector,University of Maryland,ArcGIS Hub,,4/5/2017,"This dataset contains impervious landbase features updated using digital orthoimagery acquired in 2015 by the Delaware Valley Regional Regional Planning Commission (DVRPC) and its partners. This is an update of existing features originally captured in 2013 using 2010 orthoimagery. Additionally, estimated building heights were derived from high resolution normalized digital surface elevation data models generated from NIR LiDAR data using the highest hit method. Digital surface elevation models were derived from LiDAR data collected by Quantum Spatial and other vendors and compiled for delivery to USGS and its partners. The horizontal datum for this dataset is North American Datum, 1983, Geoid GRS 1980, and the data is projected in Lambert Conformal Conic StatePlane Pennsylvania South (FIPS 3702). Units are US Foot. The minimum size for building features is 200 square feet. Process Steps for Calculating Building Height Statistics: Normalized digital surface models (nDSM) and slope rasters were generated from 0.5-meter LiDAR data. Geodesic area was calculated (in square feet) for all features classified as Building . A negative 1 meter buffer was applied to all building features with an area greater than 200 square meters - applied in an effort to ensure nDSM input values were those corresponding to the building roof and not the adjacent ground. Zonal statistics (Spatial Analyst extension) were calculated on the buffered features for each nDSM raster (first multiplying each raster by 10 to maintain precision and then converting from floating point to integer raster) and slope raster (generated from each integerized nDSM raster). Zonal percentile statistics were also calculated on buffered features for each raster to obtain the 90th percentile building heights (HEIGHT_ESTIMATE field). All output statistics fields were joined to the original input feature class (with unit conversions applied, where necessary). A complete dataset, which includes the following fields that are populated with various statistical outputs generated during the building height estimation process, is available upon request: HEIGHT_PCT90  90th percentile value of all cells in the nDSM raster located within the building footprint. HEIGHT_PCT50  median value of all cells in the nDSM raster located within the building footprint. HEIGHT_COUNT  total number of cells with tabulated values in the nDSM raster located within the building footprint. SLOPE_MEAN  average of all cells in the slope raster located within the building footprint. SLOPE_STD  standard deviation of all cells in the slope raster located within the building footprint. SLOPE_COUNT - total number of cells with tabulated values in the slope raster located within the building footprint.",https://hub.arcgis.com/datasets/b8451c9157bc4eb28fdaf4c8cb84e396_0,,2015,[2015 TO 2015],2015,Public,"DVRPC 2015 Impervious Surface - Montgomery County\\\\\\\\\\\\\\, PA",English,"Impervious Surface - Montgomery County, PA: Delaware Valley Regional Planning Commission, 2015","{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b8451c9157bc4eb28fdaf4c8cb84e396_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/Structures/MontgomeryCo_Impervious/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b8451c9157bc4eb28fdaf4c8cb84e396_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.21,-75.35","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.7,39.99,-75,40.43",Pennsylvania|New Jersey
